Industry_Type,Region,Country,Year,Co2_Emissions_MetricTons,Energy_Consumption_TWh,Automobile_Co2_Emissions_MetricTons,Industrial_Co2_Emissions_MetricTons,Agriculture_Co2_Emissions_MetricTons,Domestic_Co2_Emissions_MetricTons,total_CO2_EMISSION
Construction,Oceania,Brazil,2021,102.71,766.35,60.75,32.38,36.26,7.41,1005.86
Manufacturing,Oceania,Canada,2009,209.1,983.64,6.58,24.24,35.18,19.76,1278.5
Construction,North America,Germany,2007,296.55,843.72,73.06,47.19,19.51,16.38,1296.41
Energy,Africa,USA,2010,206.86,684.31,82.02,166.79,49.05,4.89,1193.92
Mining,Europe,Canada,2007,18.18,915.47,13.57,107.64,43.36,18.37,1116.59
Manufacturing,Oceania,Canada,2019,143.43,285.59,67.96,53.87,49.71,4.71,605.27
Mining,Oceania,South Africa,2009,231.23,10.15,92.1,37.27,27.55,2.84,401.14
Energy,Oceania,South Africa,2016,162.9,321.31,25.22,153.93,11.19,8.53,683.08
Energy,Asia,Australia,2022,285.34,971.95,58.54,101.15,14.04,2.91,1433.93
Energy,Africa,South Africa,2010,16.9,882.03,27.53,24.14,39.6,1.05,991.25
Construction,South America,USA,2011,87.7,50.83,77.46,75.1,18.14,6.57,315.8
Construction,Oceania,Germany,2009,66.61,502.21,58.11,89.05,10.83,5.99,732.8
Mining,Europe,Australia,2019,230.4,79.47,42.86,70.85,46.1,18.48,488.16
Mining,Oceania,China,2016,157.38,789.14,3,53.11,17.11,8.53,1028.27
Manufacturing,Africa,Canada,2002,41.93,372.93,94.49,65.88,4.17,19.81,599.21
Manufacturing,South America,Brazil,2006,86.04,911.99,49.82,147.82,28.37,2.55,1226.59
Mining,Asia,Germany,2002,157.04,54.93,80.43,190.61,27.56,10.68,521.25
Construction,North America,USA,2016,298.84,734.13,39.25,5.27,21.17,14.42,1113.08
Energy,Europe,Canada,2022,109.61,399.67,84.93,125.4,22.38,6.26,748.25
Mining,North America,Australia,2007,47.47,268.59,16.09,14.65,11.07,3,360.87
Manufacturing,Asia,India,2020,149.37,517.69,23.23,40.51,14.86,12.33,757.99
Construction,Africa,South Africa,2021,93.4,485.74,33.41,108.93,24.38,11.68,757.54
Mining,Africa,South Africa,2018,170.01,349.14,8.95,158.81,48.61,6.78,742.3
Mining,Asia,Germany,2013,140.28,649.03,44.44,87.17,49.01,5.26,975.19
Construction,Oceania,Canada,2004,207,661.49,48.64,175.91,4.45,17.04,1114.53
Mining,Asia,South Africa,2018,274.33,77.6,11.57,143.18,45.33,19.05,571.06
Construction,Europe,South Africa,2012,60.55,595.62,42.77,38.83,22.06,14.03,773.86
Energy,South America,Canada,2017,246.44,710.88,19.81,137.27,23.01,10.07,1147.48
Construction,North America,Germany,2022,284.81,76.35,87.53,63.75,18.03,1.92,532.39
Construction,North America,Germany,2010,112.4,659.3,50.98,153.37,43.98,2.19,1022.22
Construction,Africa,Australia,2022,34.54,804.08,95.2,46.2,22.91,9.27,1012.2
Mining,Oceania,USA,2011,246.66,832.03,34.21,28.99,0.38,18.02,1160.29
Mining,Africa,USA,2007,210.48,42.13,34.21,127.59,46.77,15.45,476.63
Construction,Europe,South Africa,2011,64.21,697.57,33.94,123.36,48.71,13.88,981.67
Mining,Asia,Australia,2000,133.84,797.08,26.9,114.74,21.68,5.26,1099.5
Manufacturing,North America,Germany,2017,173.61,397.12,78.45,48.71,21.86,2.84,722.59
Manufacturing,Europe,Germany,2001,51.37,543.07,28.35,41.28,0.97,17.92,682.96
Mining,Africa,South Africa,2011,214.62,265.48,28.87,182.5,10.17,3.83,705.47
Mining,Africa,China,2018,207.12,310.59,4.78,106.58,6.09,4.74,639.9
Construction,North America,India,2022,266.19,501.87,96.54,81.37,39.8,15.32,1001.09
Energy,Africa,Brazil,2006,170.4,151.56,88.64,163.91,25.82,15.61,615.94
Mining,Oceania,Brazil,2006,172.51,370.83,29.32,10.25,14.54,13.76,611.21
Manufacturing,Africa,Canada,2000,186.01,301.78,52.12,135.23,46.24,2.98,724.36
Construction,South America,South Africa,2017,82.5,238.63,48.33,29.57,32.34,3.82,435.19
Mining,Asia,Australia,2007,227.7,484.15,8.86,45.3,46.84,16.73,829.58
Manufacturing,Africa,Canada,2009,198.92,838.76,53.17,127.93,12.79,6.49,1238.06
Manufacturing,South America,Brazil,2022,251.82,242.64,11.42,56.01,43.34,11.14,616.37
Energy,Europe,USA,2000,230.69,659.9,43.47,155.63,42.76,16.17,1148.62
Construction,Africa,Australia,2014,191.75,254.57,8.87,103.76,44.87,5.68,609.5
Construction,Oceania,Canada,2014,48.69,142.51,58.93,64.66,40.89,3.6,359.28
Energy,Europe,Australia,2003,275.78,943.35,5,172.94,40.33,7.16,1444.56
Energy,Africa,Canada,2009,110.48,633.42,62.88,125.8,42.47,10.51,985.56
Construction,North America,USA,2007,289.31,105.04,70.75,84.31,44.81,8.86,603.08
Construction,South America,China,2013,120.86,632.83,57.13,90.74,21.25,5.61,928.42
Mining,South America,South Africa,2012,44.21,176.76,47,53.79,11.03,8.05,340.84
Mining,North America,USA,2020,265.51,887.85,6.17,21.78,3.7,15.01,1200.02
Energy,Asia,South Africa,2016,238.62,247.85,1.23,60.59,13.83,11.19,573.31
Mining,Oceania,South Africa,2006,236,806.89,34.31,52.94,43.16,6.3,1179.6
Manufacturing,South America,Canada,2005,27.28,199.6,77.15,67.21,49.86,10.2,431.3
Mining,Europe,Australia,2008,263.84,558.51,64.76,93.89,21.21,15.33,1017.54
Mining,Oceania,Germany,2019,179.12,912.37,12.62,12.7,23.45,5.93,1146.19
Manufacturing,South America,India,2019,141.37,296.35,68.83,21.29,19.7,3.8,551.34
Energy,Asia,India,2007,273.99,81.86,57.53,145.91,27.59,11.06,597.94
Manufacturing,Europe,South Africa,2013,199.98,552.82,16.76,36.76,23.95,9.65,839.92
Mining,Oceania,India,2019,40.34,172.74,75.55,67.86,34.23,11.83,402.55
Energy,Europe,India,2002,156.1,728.48,83.05,127.43,13.81,2.31,1111.18
Mining,North America,Brazil,2022,191.17,591.03,23.33,195.39,20.21,4.45,1025.58
Manufacturing,Africa,Australia,2012,269.62,346.7,63.63,26.68,20.19,1.34,728.16
Manufacturing,North America,Brazil,2020,84.33,705.8,37.88,151.5,16,16.76,1012.27
Mining,Oceania,Germany,2008,238.37,238.91,5.94,98.31,39.93,8,629.46
Construction,Africa,China,2020,240.04,917.08,86.15,18.84,27.06,17.88,1307.05
Construction,North America,Australia,2008,38.85,347.21,82.09,33.88,28.04,18.92,548.99
Manufacturing,Africa,USA,2021,5.66,763.09,31.86,138.88,12.13,1.27,952.89
Manufacturing,South America,Canada,2021,174.63,258.89,53.2,175.9,21.26,8.81,692.69
Construction,Europe,Canada,2010,236.95,714.97,51.29,2.52,17.3,8.81,1031.84
Construction,Africa,Canada,2005,166.55,32.01,17.83,44.64,45.4,13,319.43
Mining,South America,USA,2022,244.1,295.87,14.65,71.66,1.99,1.52,629.79
Mining,Asia,Brazil,2011,186.88,93.34,84.44,197.76,8.83,18.7,589.95
Construction,North America,South Africa,2003,196.16,451.49,86.75,130.47,33.06,15.73,913.66
Mining,Asia,India,2003,8.93,435.39,72.55,72.23,30.29,0.55,619.94
Mining,Oceania,Germany,2022,27.04,359.33,7.37,40.42,35.76,3.84,473.76
Energy,South America,China,2021,217.65,981.18,90.92,45.43,2.37,16.51,1354.06
Mining,Asia,Brazil,2016,228.97,244.47,98.08,9.99,44.14,4.54,630.19
Manufacturing,Asia,South Africa,2006,162.88,791.16,77.58,198.93,46.56,7.42,1284.53
Mining,South America,Germany,2005,177.25,447.72,35.41,196.45,39.11,13.07,909.01
Mining,Europe,Canada,2019,184.5,335.14,40.64,2.34,8.82,1.49,572.93
Construction,Africa,South Africa,2007,31.94,203.86,86.98,54.23,39.46,13.53,430
Manufacturing,Oceania,Germany,2006,200.54,633.59,28.09,4.19,15.9,5.48,887.79
Mining,Oceania,Brazil,2007,143.8,334.01,14.27,60.42,7.69,3.51,563.7
Mining,North America,Germany,2008,180.96,813.01,82.3,180.26,4.15,2.07,1262.75
Energy,Africa,Australia,2000,169.16,968.48,19.41,174.97,2.45,3.21,1337.68
Mining,North America,India,2002,229.02,227.52,90.74,137.02,42.13,11.09,737.52
Mining,Oceania,Germany,2017,95.91,129.11,59.61,197.43,42.17,18.76,542.99
Energy,Africa,China,2018,112.37,315.86,55.58,149.23,1.75,13.66,648.45
Construction,Asia,Germany,2010,117.79,467.38,77.6,48.36,35.81,9.07,756.01
Mining,Europe,Australia,2015,228.86,301.32,1.74,167.01,12.78,19.39,731.1
Energy,Asia,USA,2017,129.62,970.48,71.38,101.64,11.21,4.88,1289.21
Manufacturing,Europe,Australia,2005,53.53,779.31,59.89,100.84,28.14,16.54,1038.25
Construction,South America,Germany,2001,294.92,966.16,52.43,166.6,22.95,3.32,1506.38
Manufacturing,North America,Canada,2003,148.27,373.55,21.81,106.91,9.54,4.56,664.64
Manufacturing,North America,South Africa,2004,33.22,305.02,82.96,65.52,0.38,9.71,496.81
Energy,South America,Canada,2020,201.25,407.66,25.14,185.76,16.19,2.14,838.14
Mining,Africa,Canada,2013,221.88,523.07,49.03,14.81,20.33,5.88,835
Energy,South America,Brazil,2000,150.32,741.68,15.89,131.59,23.81,13.44,1076.73
Energy,Oceania,USA,2021,194.11,881.16,97.37,157.11,20.47,9.31,1359.53
Energy,South America,Brazil,2013,52.22,463.45,19.53,10.34,19.08,11.32,575.94
Energy,Europe,South Africa,2020,110.69,289.53,80.34,46.95,48.17,1.12,576.8
Construction,Oceania,China,2012,48.97,319.19,26.38,44.73,46.01,5.09,490.37
Mining,South America,India,2021,116.48,697.1,25.68,177.87,19.62,15.35,1052.1
Manufacturing,North America,China,2015,169.06,567.77,42.23,130.1,47.08,11.52,967.76
Manufacturing,Asia,USA,2003,133.04,486.75,84.6,43.47,4.45,0.12,752.43
Mining,Europe,South Africa,2005,178.17,203.17,68.79,181.97,0.74,12.07,644.91
Manufacturing,Europe,Canada,2008,150.78,875.52,87.18,48.81,16.61,2.75,1181.65
Mining,Africa,South Africa,2000,95.69,781.13,4.82,132.44,9.35,2.73,1026.16
Manufacturing,Asia,Canada,2021,43.45,141.07,95.57,90.54,35.25,18.59,424.47
Energy,Europe,India,2016,76.18,367.7,7.81,19.61,31.35,19.37,522.02
Manufacturing,South America,Germany,2022,60.61,542.36,72.13,150.67,48.73,10.59,885.09
Mining,Europe,USA,2003,212.37,454.61,20.8,65.61,37.72,11.87,802.98
Mining,Europe,India,2005,246.08,398.1,84.1,72.07,19.8,8.2,828.35
Mining,Europe,Australia,2015,216.26,718.97,86.25,42.99,13.51,17.68,1095.66
Mining,Africa,Australia,2006,193.3,54.98,55.17,160.87,2.82,10.5,477.64
Mining,Europe,Brazil,2004,92.7,471.67,40.35,32.09,13.28,18.56,668.65
Construction,Europe,Canada,2008,213.44,262.55,79.36,43.72,9.2,4.52,612.79
Construction,Africa,India,2018,181.72,85.08,87.42,81.4,41.97,1.99,479.58
Manufacturing,Oceania,Brazil,2000,14.54,465.15,73.85,29.85,16.36,19.75,619.5
Mining,Asia,Australia,2007,272.33,171.78,90.7,22.65,34.22,9.92,601.6
Manufacturing,Oceania,Australia,2019,24.45,258.6,62.69,104.39,32.43,12.33,494.89
Mining,North America,Brazil,2022,151.06,507.26,67.08,190.72,3.06,6.92,926.1
Mining,Africa,South Africa,2003,154.16,973.72,57.23,160.38,1.23,2.76,1349.48
Construction,Africa,India,2022,251.18,684.41,48.87,35.5,22.31,16.84,1059.11
Construction,Europe,South Africa,2016,273.96,279.98,65.52,117.56,46.3,2.98,786.3
Energy,Europe,Australia,2000,281.93,382.71,56.16,158.73,32,10.09,921.62
Construction,North America,South Africa,2001,171.12,406.43,73.15,29.07,42.86,16.64,739.27
Energy,Europe,Canada,2020,203.87,154.06,93.43,16.47,2.29,13.24,483.36
Energy,South America,China,2013,27.01,161.07,37.37,178.23,18.98,13.52,436.18
Energy,Europe,China,2021,146.63,148.82,41.18,49.08,3.04,4.69,393.44
Energy,Europe,South Africa,2001,269.41,521.9,1.6,99.63,17.12,10.56,920.22
Energy,South America,South Africa,2000,136.98,674.35,52.75,41.83,14.28,0.93,921.12
Manufacturing,North America,Canada,2012,21.34,590.93,13.23,9.63,46.08,1.3,682.51
Construction,South America,Brazil,2022,60.59,977.78,71.63,102.69,40.93,14.49,1268.11
Energy,Africa,South Africa,2007,129.14,126.31,77.98,87.07,40.34,15.74,476.58
Mining,South America,USA,2021,71.64,986.48,72.3,145.32,1.34,2.87,1279.95
Construction,Asia,India,2008,117.99,466.94,54.71,171.5,25.44,19.03,855.61
Construction,Africa,USA,2019,100.22,219.02,53.47,28.41,4.95,2.7,408.77
Energy,Europe,China,2020,96.02,943.31,64.69,34.41,43.3,8.46,1190.19
Manufacturing,Africa,USA,2001,27.8,468.88,55.51,190.06,22.66,4.02,768.93
Energy,North America,Germany,2016,264.87,347.67,75.05,83.65,4.95,2.07,778.26
Manufacturing,North America,Germany,2005,207.97,214.2,89.46,190.55,49.18,19.32,770.68
Mining,South America,China,2002,187.2,268.24,53.66,67.75,14.48,8.83,600.16
Construction,Africa,USA,2019,182.14,979.23,11.12,69.61,10.07,6.67,1258.84
Mining,Europe,India,2016,119.25,304.32,13.19,141.43,28.27,6.63,613.09
Manufacturing,North America,Canada,2005,247.08,977.82,37.65,19.48,24.28,4.25,1310.56
Manufacturing,Oceania,China,2007,279.05,330.55,49.68,82.65,13.8,19.38,775.11
Mining,Europe,Germany,2013,2.18,231.8,22.58,76.16,36.89,9.83,379.44
Manufacturing,Oceania,China,2009,24.22,183.77,45.33,7.16,14.55,10.65,285.68
Mining,Asia,USA,2019,202.66,412.15,13.66,62.59,17.32,14.24,722.62
Construction,Oceania,USA,2009,71.2,237.19,24.16,79.76,35.03,8.21,455.55
Mining,North America,USA,2014,273.56,697.09,73.42,11.69,28.61,5.66,1090.03
Construction,South America,Brazil,2007,200.39,240.15,98.56,4.13,14.51,5.93,563.67
Mining,Asia,USA,2010,110.8,835.48,18.7,120.01,46.15,7.03,1138.17
Manufacturing,Africa,South Africa,2015,124.88,834.09,33.98,41.25,35.97,11.58,1081.75
Mining,Europe,Germany,2002,207.42,285.88,35.13,72.58,15.18,16.63,632.82
Manufacturing,North America,Australia,2014,42.72,753.66,22.41,16.1,43.15,4.93,882.97
Mining,Asia,Germany,2012,265.08,857.62,20.49,20.27,15.71,11.72,1190.89
Mining,Asia,Brazil,2010,1.93,590.34,13.26,30.97,48.78,15.04,700.32
Energy,North America,Germany,2013,293.69,366.65,90.76,6.06,45.41,19.89,822.46
Manufacturing,Africa,Germany,2006,50.71,441.25,64.97,152.5,20.11,18.16,747.7
Energy,Africa,China,2018,222.76,786.34,29.12,181.24,33.19,12.98,1265.63
Manufacturing,South America,Australia,2014,12.46,293.67,25.88,104.48,26.82,18.94,482.25
Energy,Oceania,Australia,2005,129.71,334.8,59.01,163.3,40.86,18.8,746.48
Construction,Africa,USA,2019,189.28,161.2,69.75,27.2,43.13,0.99,491.55
Mining,South America,South Africa,2021,21.53,399.35,25.38,89.91,31.55,13.05,580.77
Manufacturing,Oceania,South Africa,2006,133.27,86.97,34.78,28.68,27.82,13.06,324.58
Manufacturing,Asia,China,2013,91.29,321.37,29.13,199.06,17.04,13.56,671.45
Mining,North America,South Africa,2021,149.72,373.79,8.86,11.72,45.01,18.78,607.88
Manufacturing,Africa,China,2003,151.62,255.85,38.71,88.85,30.35,5.82,571.2
Manufacturing,South America,Australia,2008,235.68,101.81,53.41,22.54,3.47,4.8,421.71
Energy,Asia,Australia,2006,37.49,521.91,65.57,13.83,33.46,9.64,681.9
Manufacturing,Africa,Canada,2014,25.27,865.15,41.73,147.02,10.72,6.14,1096.03
Construction,Europe,Australia,2002,120.87,335.98,98.34,16.12,7.15,6.46,584.92
Construction,Asia,South Africa,2004,266.31,237.18,62.62,4.89,49.3,5.03,625.33
Mining,Africa,Germany,2016,256.65,285.4,88.67,189.93,44.84,13.46,878.95
Manufacturing,Asia,Australia,2000,168.22,861.96,91.61,37.03,36.41,14.71,1209.94
Mining,North America,Canada,2000,266.69,528.04,82.16,168.9,29.4,2.07,1077.26
Construction,North America,India,2015,241.7,131.22,27.07,190.6,19.32,16,625.91
Manufacturing,North America,USA,2022,83.74,709.37,43.18,150.42,15.89,5.43,1008.03
Manufacturing,Oceania,India,2013,51.45,154.79,0.14,20.85,16.89,2.73,246.85
Mining,Europe,Germany,2010,90.7,60.71,45.2,34.18,22.69,9.19,262.67
Construction,North America,Brazil,2013,68.52,256.06,29.45,35.91,17.17,12.31,419.42
Manufacturing,Europe,China,2007,187,168.51,11.28,130.82,11.31,14.46,523.38
Mining,North America,Canada,2018,175.68,605.19,83.87,36,45.63,12.05,958.42
Construction,Oceania,South Africa,2001,179.73,484.82,67.38,6.09,37.97,18.76,794.75
Mining,Asia,South Africa,2022,57.2,724.2,99.91,91.77,32.1,0.51,1005.69
Energy,Africa,Germany,2009,237.66,511.82,49.89,117.86,22.19,18.24,957.66
Manufacturing,Africa,South Africa,2004,130.37,419.3,33.14,92.14,40.24,14.69,729.88
Energy,North America,Germany,2014,142,526.46,26.45,97.88,8.13,18.73,819.65
Construction,Africa,Canada,2000,299.09,434.77,43.59,91.42,7.05,5.06,880.98
Energy,North America,India,2001,85.04,37.57,31.06,53.16,47.71,3.88,258.42
Energy,North America,Brazil,2018,118.54,680.86,99.08,191.18,47.12,19.94,1156.72
Construction,South America,China,2021,203.1,962.15,18.36,167.63,33.46,8.97,1393.67
Mining,South America,South Africa,2016,264.18,422.32,2.01,64.64,23.33,5.53,782.01
Energy,South America,Brazil,2014,38.47,424.02,13.09,8.03,44.49,15.87,543.97
Mining,Europe,Brazil,2017,220.65,46.25,89.16,171.61,37.02,10.78,575.47
Energy,South America,Brazil,2020,275.53,890.43,69.42,148.47,38.46,12.44,1434.75
Mining,North America,USA,2007,127.17,929.16,78.42,16.34,32.57,1.19,1184.85
Construction,Oceania,Brazil,2020,86.37,813.23,32.12,139.63,46.09,13.34,1130.78
Energy,Oceania,Australia,2013,203.48,106.79,62.31,90.58,15.62,13.86,492.64
Construction,Asia,Germany,2007,74.2,900.27,70.82,26.16,13.39,2.83,1087.67
Energy,South America,USA,2021,115.59,24.44,32.71,144.97,29.45,14.92,362.08
Construction,Oceania,Australia,2022,269.13,444.85,72.48,71.2,17.59,1.49,876.74
Construction,South America,USA,2007,177.3,500.87,63,182.1,2.92,1.96,928.15
Energy,Asia,Brazil,2018,28.95,834.09,29.69,8.67,48.1,12.57,962.07
Energy,Oceania,South Africa,2012,99.24,750.98,5.38,187.47,45.19,18.91,1107.17
Energy,North America,South Africa,2004,188.37,797.2,23.86,17.69,0.62,8.9,1036.64
Manufacturing,Europe,South Africa,2009,144.71,867.97,61.99,7.33,43.42,3.31,1128.73
Mining,South America,South Africa,2006,198.27,476.33,59.94,116.4,25.94,14.94,891.82
Manufacturing,Oceania,Germany,2008,228.55,780.36,50.81,122.15,25.3,11.83,1219
Manufacturing,Oceania,Canada,2013,144.44,68.5,25.22,39.61,8.45,19.47,305.69
Construction,Asia,South Africa,2005,296.09,444.82,44.51,175.21,9.91,2.88,973.42
Energy,North America,China,2009,274.44,30.62,14.49,160.43,14.12,15.39,509.49
Mining,Africa,Brazil,2000,18.44,915.36,66.27,56.59,27.85,5.3,1089.81
Construction,Oceania,USA,2010,80.3,958.43,86.93,88.67,24.19,18.25,1256.77
Manufacturing,Europe,China,2007,90.51,84.4,46.42,156.68,13.88,15.79,407.68
Energy,Asia,South Africa,2005,55.69,532.86,21.38,166.69,40.32,9.18,826.12
Construction,Oceania,China,2016,93.95,325.48,82.81,159.27,17.65,0.99,680.15
Energy,Oceania,USA,2003,127.73,342.86,31.38,53.66,9.92,13.71,579.26
Construction,Asia,South Africa,2005,15.94,450.97,59.44,153.09,20.73,9.29,709.46
Energy,Asia,China,2014,38.63,125.5,7.63,126.56,35.32,15.98,349.62
Manufacturing,South America,Germany,2009,29.33,181.18,71.82,105.29,16.25,14.84,418.71
Mining,Oceania,Germany,2016,14.37,577.58,46.12,192.72,16,14.99,861.78
Manufacturing,Africa,Brazil,2009,144.71,19.25,42.39,119.65,5.88,3.51,335.39
Mining,Europe,Canada,2004,100.47,600,93.49,173.76,5.17,8.78,981.67
Energy,North America,Brazil,2018,280.67,319.26,49.2,150.49,14.72,9.45,823.79
Construction,North America,Australia,2006,31.28,832.29,1.77,9.11,36.01,15.72,926.18
Manufacturing,Africa,China,2018,277.85,600.21,95.99,53.46,26.94,8.17,1062.62
Mining,Asia,USA,2009,26.42,708.24,1.32,121.87,41.26,17.32,916.43
Manufacturing,Asia,Germany,2018,185.96,114.87,53.63,87.72,35.94,5.57,483.69
Mining,Asia,India,2010,74.7,266.23,63.4,191.1,31.92,19.72,647.07
Manufacturing,Oceania,Canada,2002,248.13,996.67,89.46,116.77,7.22,1.86,1460.11
Mining,Asia,Brazil,2010,18.91,433.94,67.95,185.82,45.76,9.99,762.37
Mining,Asia,Australia,2005,285.78,359.19,81.13,41.26,1.58,11.82,780.76
Energy,Oceania,Germany,2005,14.65,873.92,77.02,179.56,47.88,8.91,1201.94
Mining,Oceania,Australia,2014,72.71,33.56,21.43,107.47,40.19,11.01,286.37
Energy,Africa,South Africa,2002,139.52,535.01,70.08,42.89,12.69,15.59,815.78
Mining,South America,China,2021,226.94,210.65,63.79,78.11,49.28,3.49,632.26
Construction,Oceania,Australia,2010,285.36,368.47,24.47,193.77,22.47,18.96,913.5
Construction,Europe,Canada,2007,128.7,200.18,12.92,191.9,40.25,7.91,581.86
Construction,Asia,Germany,2022,227.31,38.3,75.19,4.49,46.61,12.49,404.39
Mining,South America,Germany,2022,218.29,416.8,97.12,61.55,24.93,8.88,827.57
Energy,North America,China,2007,171.57,789.31,73.87,179.88,31.04,12.03,1257.7
Energy,Africa,Brazil,2022,207.43,951.98,74.97,6.6,32.77,14.53,1288.28
Mining,South America,Brazil,2015,11.9,624.04,16.75,191.39,29.21,10.19,883.48
Construction,Oceania,India,2002,132.75,389.14,24.78,77.66,9.36,2.32,636.01
Construction,Asia,Canada,2007,235.87,769.97,58.62,23.05,14.67,6.73,1108.91
Energy,Asia,India,2007,142.53,505.47,3.24,60.3,5.45,16.12,733.11
Construction,Asia,Brazil,2012,262.11,367.94,66.83,161.65,21.84,11.44,891.81
Manufacturing,South America,Brazil,2000,250.17,179.5,14.57,199.69,9.35,15.19,668.47
Energy,Asia,Canada,2009,259.1,796.23,41.4,26.85,8.84,17.77,1150.19
Construction,Oceania,Australia,2004,39.43,500.68,32.09,127.55,5.86,8.83,714.44
Energy,South America,Canada,2004,73.62,963.82,10.73,185.07,21.22,7.12,1261.58
Manufacturing,Asia,Brazil,2016,9.36,802.01,57.92,179.95,4.72,2.32,1056.28
Energy,North America,Brazil,2021,294.85,420.31,36.19,76.73,36.5,5.49,870.07
Energy,North America,Germany,2013,71.22,740.98,4.49,173.17,45.02,8.49,1043.37
Energy,Europe,India,2005,110.44,453.66,44.5,38.4,15.73,2.73,665.46
Energy,Asia,China,2013,82.84,80.33,59.07,126.46,41.99,2.35,393.04
Manufacturing,Asia,Canada,2011,12.42,516.92,13.13,119.64,29.49,8.96,700.56
Mining,South America,USA,2019,78.75,865.8,58.54,156.6,20.35,7.51,1187.55
